split,n_train,n_test,method,k,accuracy,macro_recall,macro_f1,class_0_support,class_0_recall,class_0_f1,class_1_support,class_1_recall,class_1_f1,class_2_support,class_2_recall,class_2_f1,class_3_support,class_3_recall,class_3_f1,class_4_support,class_4_recall,class_4_f1
train_to_val,10355,2589,knn_cosine_k1,1,0.7242178447276941,0.39992942047924307,0.4017060761922714,131,0.366412213740458,0.37944664031620556,134,0.4253731343283582,0.42379182156133827,147,0.19727891156462585,0.18471337579617833,154,0.16233766233766234,0.17421602787456444,2023,0.8482451804251112,0.8463625154130704
train_to_val,10355,2589,knn_cosine_k3,3,0.7655465430668211,0.38430864491956623,0.4010043105776241,131,0.33587786259541985,0.35627530364372473,134,0.4552238805970149,0.48031496062992124,147,0.10204081632653061,0.13574660633484162,154,0.11688311688311688,0.16143497757847533,2023,0.9115175481957489,0.8712497047011576
train_to_val,10355,2589,knn_cosine_k5,5,0.7848590189262263,0.375744363592062,0.397284660935126,131,0.33587786259541985,0.4018264840182648,134,0.4552238805970149,0.4747081712062256,147,0.06802721088435375,0.10869565217391304,154,0.07792207792207792,0.11822660098522168,2023,0.9416707859614434,0.8829663962920047
train_to_val,10355,2589,knn_cosine_k10,10,0.7995365005793743,0.3587390743756095,0.3780477751043327,131,0.29770992366412213,0.37499999999999994,134,0.4626865671641791,0.512396694214876,147,0.0,0.0,154,0.06493506493506493,0.11299435028248588,2023,0.9683638161146811,0.8898478310243016
train_to_val,10355,2589,knn_cosine_k20,20,0.7964465044418695,0.3223676798805386,0.3400249162255196,131,0.21374045801526717,0.3043478260869565,134,0.3880597014925373,0.4444444444444445,147,0.006802721088435374,0.013513513513513513,154,0.025974025974025976,0.049079754601226995,2023,0.9772614928324271,0.8887390424814565
