split,n_train,n_test,method,accuracy,macro_recall,macro_f1,class_0_support,class_0_recall,class_0_f1,class_1_support,class_1_recall,class_1_f1,class_2_support,class_2_recall,class_2_f1,class_3_support,class_3_recall,class_3_f1,class_4_support,class_4_recall,class_4_f1
train_to_val,10355,2589,nearest_class_prototype,0.5554268057164928,0.36274760213139245,0.2655281444589326,131,0.2595419847328244,0.1687344913151365,134,0.7910447761194029,0.23608017817371937,147,0.034013605442176874,0.05747126436781609,154,0.09740259740259741,0.12875536480686697,2023,0.6317350469599604,0.7365994236311239
