split,n_train,n_test,method,accuracy,macro_recall,macro_f1,class_0_support,class_0_recall,class_0_f1,class_1_support,class_1_recall,class_1_f1,class_2_support,class_2_recall,class_2_f1,class_3_support,class_3_recall,class_3_f1,class_4_support,class_4_recall,class_4_f1
train_to_val,10355,2589,balanced_logistic_regression,0.507531865585168,0.3782794766893322,0.29282189300229006,131,0.3282442748091603,0.17695473251028807,134,0.47761194029850745,0.25147347740667975,147,0.19727891156462585,0.15466666666666667,154,0.33116883116883117,0.19465648854961834,2023,0.5570934256055363,0.6863580998781973
