accuracy,balanced_accuracy,macro_f1,weighted_f1,family,protocol,feature_kind,n
0.9961375048281189,0.9865182436611007,0.9866861288039631,0.9961341733235254,rf,stratified,freq,2589
0.9725762842796446,0.9129968600318097,0.9356177306448826,0.9720746238246216,rf,stratified,embed,2589
0.974121282348397,0.9157301458595098,0.9405049294637153,0.9736392229599126,rf,stratified,fusion,2589
0.9915018541409147,0.9705720659287216,0.9707379673858167,0.9914912033690552,rf,board_lobo,freq,12944
0.9755871446229913,0.9248568292547727,0.9466382574456143,0.9752315162637246,rf,board_lobo,embed,12944
0.9776730531520396,0.9283902282425199,0.9507755046222766,0.9773311860676823,rf,board_lobo,fusion,12944
0.9833127317676144,0.9428836238947564,0.9426632847178187,0.9833085284995293,rf,material_lomo,freq,12944
0.9727286773794809,0.9140963030396236,0.9400692254351698,0.9722170388466733,rf,material_lomo,embed,12944
0.9758961681087762,0.922694196288095,0.9457763819033789,0.9754992580474775,rf,material_lomo,fusion,12944
