protocol,condition,display_name,condition_type,method,n_train,class_id,label_name,support,precision,recall,f1,held_out_group,n_test,stress_test_note
board_grouped,v6_1_embedding_only,v6.1 embedding only,embedding_only,balanced_logistic_regression,10525,2,1_2,177,0.8011363636363636,0.7966101694915254,0.7988668555240792,W01,2419,none
board_grouped,v6_1_embedding_only,v6.1 embedding only,embedding_only,balanced_logistic_regression,10525,3,2_1,185,0.8407643312101911,0.7135135135135136,0.7719298245614036,W01,2419,none
board_grouped,v6_1_embedding_only,v6.1 embedding only,embedding_only,balanced_logistic_regression,10525,4,higher,1834,0.9954802259887006,0.960741548527808,0.9778024417314095,W01,2419,none
board_grouped,v6_1_embedding_only,v6.1 embedding only,embedding_only,balanced_logistic_regression,10574,0,1_1H,74,0.4959349593495935,0.8243243243243243,0.6192893401015229,W02,2370,none
board_grouped,v6_1_embedding_only,v6.1 embedding only,embedding_only,balanced_logistic_regression,10574,1,1_1T,113,0.9736842105263158,0.9823008849557522,0.9779735682819383,W02,2370,none
board_grouped,v6_1_embedding_only,v6.1 embedding only,embedding_only,balanced_logistic_regression,10574,2,1_2,142,0.6449704142011834,0.7676056338028169,0.7009646302250803,W02,2370,none
board_grouped,v6_1_embedding_only,v6.1 embedding only,embedding_only,balanced_logistic_regression,10574,3,2_1,169,0.783625730994152,0.7928994082840237,0.788235294117647,W02,2370,none
board_grouped,v6_1_embedding_only,v6.1 embedding only,embedding_only,balanced_logistic_regression,10574,4,higher,1872,0.9910764082543224,0.9492521367521367,0.9697135061391542,W02,2370,none
board_grouped,v6_1_embedding_only,v6.1 embedding only,embedding_only,balanced_logistic_regression,11478,0,1_1H,90,0.9340659340659341,0.9444444444444444,0.9392265193370165,W03,1466,none
board_grouped,v6_1_embedding_only,v6.1 embedding only,embedding_only,balanced_logistic_regression,11478,1,1_1T,93,0.7459016393442623,0.978494623655914,0.8465116279069768,W03,1466,none
board_grouped,v6_1_embedding_only,v6.1 embedding only,embedding_only,balanced_logistic_regression,11478,2,1_2,123,0.8306451612903226,0.8373983739837398,0.834008097165992,W03,1466,none
board_grouped,v6_1_embedding_only,v6.1 embedding only,embedding_only,balanced_logistic_regression,11478,3,2_1,64,0.6323529411764706,0.671875,0.6515151515151515,W03,1466,none
board_grouped,v6_1_embedding_only,v6.1 embedding only,embedding_only,balanced_logistic_regression,11478,4,higher,1096,0.9924599434495759,0.9607664233576643,0.9763560500695412,W03,1466,none
board_grouped,v6_1_embedding_only,v6.1 embedding only,embedding_only,random_forest,10211,0,1_1H,129,1.0,0.8992248062015504,0.9469387755102041,C01,2733,none
board_grouped,v6_1_embedding_only,v6.1 embedding only,embedding_only,random_forest,10211,1,1_1T,170,1.0,0.9470588235294117,0.972809667673716,C01,2733,none
board_grouped,v6_1_embedding_only,v6.1 embedding only,embedding_only,random_forest,10211,2,1_2,57,0.611764705882353,0.9122807017543859,0.7323943661971831,C01,2733,none
board_grouped,v6_1_embedding_only,v6.1 embedding only,embedding_only,random_forest,10211,3,2_1,77,0.6,0.5454545454545454,0.5714285714285713,C01,2733,none
board_grouped,v6_1_embedding_only,v6.1 embedding only,embedding_only,random_forest,10211,4,higher,2300,0.9921773142112125,0.9926086956521739,0.9923929580525973,C01,2733,none
board_grouped,v6_1_embedding_only,v6.1 embedding only,embedding_only,random_forest,10625,0,1_1H,134,0.9682539682539683,0.9104477611940298,0.9384615384615386,C02,2319,none
board_grouped,v6_1_embedding_only,v6.1 embedding only,embedding_only,random_forest,10625,1,1_1T,112,0.9622641509433962,0.9107142857142857,0.9357798165137615,C02,2319,none
board_grouped,v6_1_embedding_only,v6.1 embedding only,embedding_only,random_forest,10625,2,1_2,141,0.9428571428571428,0.9361702127659575,0.9395017793594306,C02,2319,none
board_grouped,v6_1_embedding_only,v6.1 embedding only,embedding_only,random_forest,10625,3,2_1,157,0.9527027027027027,0.8980891719745223,0.9245901639344264,C02,2319,none
board_grouped,v6_1_embedding_only,v6.1 embedding only,embedding_only,random_forest,10625,4,higher,1775,0.9794330183435241,0.9926760563380281,0.9860100727476218,C02,2319,none
board_grouped,v6_1_embedding_only,v6.1 embedding only,embedding_only,random_forest,11307,0,1_1H,110,1.0,0.9545454545454546,0.9767441860465117,C03,1637,none
board_grouped,v6_1_embedding_only,v6.1 embedding only,embedding_only,random_forest,11307,1,1_1T,74,1.0,0.918918918918919,0.9577464788732395,C03,1637,none
board_grouped,v6_1_embedding_only,v6.1 embedding only,embedding_only,random_forest,11307,2,1_2,98,1.0,0.8469387755102041,0.9171270718232044,C03,1637,none
board_grouped,v6_1_embedding_only,v6.1 embedding only,embedding_only,random_forest,11307,3,2_1,117,0.9879518072289156,0.7008547008547008,0.8199999999999998,C03,1637,none
board_grouped,v6_1_embedding_only,v6.1 embedding only,embedding_only,random_forest,11307,4,higher,1238,0.9537750385208013,1.0,0.9763406940063092,C03,1637,none
board_grouped,v6_1_embedding_only,v6.1 embedding only,embedding_only,random_forest,10525,0,1_1H,116,0.9814814814814815,0.9137931034482759,0.9464285714285714,W01,2419,none
board_grouped,v6_1_embedding_only,v6.1 embedding only,embedding_only,random_forest,10525,1,1_1T,107,0.99,0.9252336448598131,0.9565217391304348,W01,2419,none
board_grouped,v6_1_embedding_only,v6.1 embedding only,embedding_only,random_forest,10525,2,1_2,177,0.967741935483871,0.6779661016949152,0.7973421926910299,W01,2419,none
board_grouped,v6_1_embedding_only,v6.1 embedding only,embedding_only,random_forest,10525,3,2_1,185,0.8217821782178217,0.8972972972972973,0.8578811369509044,W01,2419,none
board_grouped,v6_1_embedding_only,v6.1 embedding only,embedding_only,random_forest,10525,4,higher,1834,0.9713527851458886,0.9983642311886587,0.9846732992739985,W01,2419,none
board_grouped,v6_1_embedding_only,v6.1 embedding only,embedding_only,random_forest,10574,0,1_1H,74,0.9811320754716981,0.7027027027027027,0.8188976377952756,W02,2370,none
board_grouped,v6_1_embedding_only,v6.1 embedding only,embedding_only,random_forest,10574,1,1_1T,113,1.0,0.9380530973451328,0.9680365296803652,W02,2370,none
board_grouped,v6_1_embedding_only,v6.1 embedding only,embedding_only,random_forest,10574,2,1_2,142,0.6933333333333334,0.7323943661971831,0.7123287671232877,W02,2370,none
board_grouped,v6_1_embedding_only,v6.1 embedding only,embedding_only,random_forest,10574,3,2_1,169,0.7962962962962963,0.7633136094674556,0.7794561933534742,W02,2370,none
board_grouped,v6_1_embedding_only,v6.1 embedding only,embedding_only,random_forest,10574,4,higher,1872,0.9768299104791995,0.9909188034188035,0.9838239193847785,W02,2370,none
board_grouped,v6_1_embedding_only,v6.1 embedding only,embedding_only,random_forest,11478,0,1_1H,90,0.9529411764705882,0.9,0.9257142857142857,W03,1466,none
board_grouped,v6_1_embedding_only,v6.1 embedding only,embedding_only,random_forest,11478,1,1_1T,93,0.7398373983739838,0.978494623655914,0.8425925925925926,W03,1466,none
board_grouped,v6_1_embedding_only,v6.1 embedding only,embedding_only,random_forest,11478,2,1_2,123,0.84375,0.8780487804878049,0.8605577689243028,W03,1466,none
board_grouped,v6_1_embedding_only,v6.1 embedding only,embedding_only,random_forest,11478,3,2_1,64,0.8863636363636364,0.609375,0.7222222222222223,W03,1466,none
board_grouped,v6_1_embedding_only,v6.1 embedding only,embedding_only,random_forest,11478,4,higher,1096,0.9861878453038674,0.9771897810218978,0.9816681943171403,W03,1466,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,balanced_logistic_regression,10211,0,1_1H,129,1.0,1.0,1.0,C01,2733,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,balanced_logistic_regression,10211,1,1_1T,170,1.0,0.9588235294117647,0.9789789789789789,C01,2733,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,balanced_logistic_regression,10211,2,1_2,57,0.4122137404580153,0.9473684210526315,0.574468085106383,C01,2733,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,balanced_logistic_regression,10211,3,2_1,77,0.21212121212121213,0.09090909090909091,0.12727272727272726,C01,2733,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,balanced_logistic_regression,10211,4,higher,2300,1.0,0.99,0.9949748743718593,C01,2733,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,balanced_logistic_regression,10625,0,1_1H,134,0.9925925925925926,1.0,0.996282527881041,C02,2319,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,balanced_logistic_regression,10625,1,1_1T,112,1.0,1.0,1.0,C02,2319,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,balanced_logistic_regression,10625,2,1_2,141,0.9851851851851852,0.9432624113475178,0.9637681159420289,C02,2319,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,balanced_logistic_regression,10625,3,2_1,157,0.9166666666666666,0.9808917197452229,0.9476923076923077,C02,2319,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,balanced_logistic_regression,10625,4,higher,1775,0.9994347088750707,0.9960563380281691,0.9977426636568848,C02,2319,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,balanced_logistic_regression,11307,0,1_1H,110,1.0,1.0,1.0,C03,1637,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,balanced_logistic_regression,11307,1,1_1T,74,1.0,1.0,1.0,C03,1637,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,balanced_logistic_regression,11307,2,1_2,98,0.4942528735632184,0.8775510204081632,0.6323529411764706,C03,1637,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,balanced_logistic_regression,11307,3,2_1,117,0.71875,0.19658119658119658,0.3087248322147651,C03,1637,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,balanced_logistic_regression,11307,4,higher,1238,0.991980753809142,0.9991922455573505,0.9955734406438632,C03,1637,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,balanced_logistic_regression,10525,0,1_1H,116,1.0,0.9827586206896551,0.9913043478260869,W01,2419,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,balanced_logistic_regression,10525,1,1_1T,107,0.9727272727272728,1.0,0.9861751152073733,W01,2419,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,balanced_logistic_regression,10525,2,1_2,177,0.8033707865168539,0.807909604519774,0.8056338028169014,W01,2419,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,balanced_logistic_regression,10525,3,2_1,185,0.8152173913043478,0.8108108108108109,0.8130081300813009,W01,2419,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,balanced_logistic_regression,10525,4,higher,1834,1.0,0.9994547437295529,0.9997272975184074,W01,2419,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,balanced_logistic_regression,10574,0,1_1H,74,0.7956989247311828,1.0,0.8862275449101796,W02,2370,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,balanced_logistic_regression,10574,1,1_1T,113,1.0,1.0,1.0,W02,2370,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,balanced_logistic_regression,10574,2,1_2,142,0.7619047619047619,0.7887323943661971,0.7750865051903114,W02,2370,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,balanced_logistic_regression,10574,3,2_1,169,0.7976190476190477,0.7928994082840237,0.7952522255192879,W02,2370,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,balanced_logistic_regression,10574,4,higher,1872,1.0,0.9877136752136753,0.9938188658962644,W02,2370,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,balanced_logistic_regression,11478,0,1_1H,90,1.0,1.0,1.0,W03,1466,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,balanced_logistic_regression,11478,1,1_1T,93,0.92,0.989247311827957,0.9533678756476685,W03,1466,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,balanced_logistic_regression,11478,2,1_2,123,0.8617886178861789,0.8617886178861789,0.861788617886179,W03,1466,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,balanced_logistic_regression,11478,3,2_1,64,0.6301369863013698,0.71875,0.6715328467153284,W03,1466,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,balanced_logistic_regression,11478,4,higher,1096,1.0,0.9854014598540146,0.9926470588235294,W03,1466,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,random_forest,10211,0,1_1H,129,1.0,0.9302325581395349,0.963855421686747,C01,2733,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,random_forest,10211,1,1_1T,170,1.0,0.9529411764705882,0.9759036144578312,C01,2733,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,random_forest,10211,2,1_2,57,0.6794871794871795,0.9298245614035088,0.7851851851851852,C01,2733,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,random_forest,10211,3,2_1,77,0.9491525423728814,0.7272727272727273,0.823529411764706,C01,2733,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,random_forest,10211,4,higher,2300,0.9939498703543648,1.0,0.9969657563935848,C01,2733,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,random_forest,10625,0,1_1H,134,1.0,0.9402985074626866,0.9692307692307692,C02,2319,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,random_forest,10625,1,1_1T,112,1.0,1.0,1.0,C02,2319,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,random_forest,10625,2,1_2,141,1.0,0.9645390070921985,0.9819494584837545,C02,2319,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,random_forest,10625,3,2_1,157,0.9666666666666667,0.9235668789808917,0.9446254071661238,C02,2319,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,random_forest,10625,4,higher,1775,0.9871866295264624,0.9983098591549295,0.9927170868347338,C02,2319,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,random_forest,11307,0,1_1H,110,1.0,0.9545454545454546,0.9767441860465117,C03,1637,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,random_forest,11307,1,1_1T,74,1.0,0.9324324324324325,0.965034965034965,C03,1637,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,random_forest,11307,2,1_2,98,1.0,0.8469387755102041,0.9171270718232044,C03,1637,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,random_forest,11307,3,2_1,117,0.989010989010989,0.7692307692307693,0.8653846153846154,C03,1637,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,random_forest,11307,4,higher,1238,0.9604344453064391,1.0,0.9798179659675504,C03,1637,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,random_forest,10525,0,1_1H,116,1.0,0.9137931034482759,0.9549549549549551,W01,2419,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,random_forest,10525,1,1_1T,107,1.0,0.9532710280373832,0.9760765550239235,W01,2419,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,random_forest,10525,2,1_2,177,0.9703703703703703,0.7401129943502824,0.8397435897435896,W01,2419,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,random_forest,10525,3,2_1,185,0.8497409326424871,0.8864864864864865,0.8677248677248677,W01,2419,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,random_forest,10525,4,higher,1834,0.9739776951672863,1.0,0.9868173258003766,W01,2419,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,random_forest,10574,0,1_1H,74,1.0,0.7702702702702703,0.8702290076335879,W02,2370,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,random_forest,10574,1,1_1T,113,1.0,0.9911504424778761,0.9955555555555555,W02,2370,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,random_forest,10574,2,1_2,142,0.7837837837837838,0.8169014084507042,0.8,W02,2370,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,random_forest,10574,3,2_1,169,0.8395061728395061,0.8047337278106509,0.8217522658610272,W02,2370,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,random_forest,10574,4,higher,1872,0.9841353781068218,0.9941239316239316,0.9891044379484454,W02,2370,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,random_forest,11478,0,1_1H,90,0.9764705882352941,0.9222222222222223,0.9485714285714287,W03,1466,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,random_forest,11478,1,1_1T,93,0.9484536082474226,0.989247311827957,0.968421052631579,W03,1466,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,random_forest,11478,2,1_2,123,0.8846153846153846,0.9349593495934959,0.909090909090909,W03,1466,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,random_forest,11478,3,2_1,64,0.9347826086956522,0.671875,0.7818181818181819,W03,1466,none
board_grouped,v6_1_frequency_fusion,Frequency + v6.1 embedding,frequency_embedding_fusion,random_forest,11478,4,higher,1096,0.983754512635379,0.9945255474452555,0.9891107078039928,W03,1466,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,balanced_logistic_regression,10211,0,1_1H,129,0.8905109489051095,0.9457364341085271,0.9172932330827068,C01,2733,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,balanced_logistic_regression,10211,1,1_1T,170,0.9937106918238994,0.9294117647058824,0.9604863221884499,C01,2733,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,balanced_logistic_regression,10211,2,1_2,57,0.8245614035087719,0.8245614035087719,0.8245614035087719,C01,2733,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,balanced_logistic_regression,10211,3,2_1,77,0.8765432098765432,0.922077922077922,0.8987341772151898,C01,2733,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,balanced_logistic_regression,10211,4,higher,2300,0.9891257068290561,0.9886956521739131,0.9889106327462491,C01,2733,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,balanced_logistic_regression,10625,0,1_1H,134,0.8466666666666667,0.9477611940298507,0.8943661971830985,C02,2319,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,balanced_logistic_regression,10625,1,1_1T,112,0.8666666666666667,0.9285714285714286,0.896551724137931,C02,2319,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,balanced_logistic_regression,10625,2,1_2,141,0.8775510204081632,0.9148936170212766,0.8958333333333333,C02,2319,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,balanced_logistic_regression,10625,3,2_1,157,0.6337448559670782,0.9808917197452229,0.77,C02,2319,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,balanced_logistic_regression,10625,4,higher,1775,0.9957805907172996,0.9307042253521127,0.9621432731508445,C02,2319,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,balanced_logistic_regression,11307,0,1_1H,110,0.9722222222222222,0.9545454545454546,0.963302752293578,C03,1637,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,balanced_logistic_regression,11307,1,1_1T,74,0.8961038961038961,0.9324324324324325,0.9139072847682119,C03,1637,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,balanced_logistic_regression,11307,2,1_2,98,1.0,0.8877551020408163,0.9405405405405405,C03,1637,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,balanced_logistic_regression,11307,3,2_1,117,0.9724770642201835,0.905982905982906,0.9380530973451328,C03,1637,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,balanced_logistic_regression,11307,4,higher,1238,0.9753184713375797,0.9894991922455574,0.9823576583801124,C03,1637,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,balanced_logistic_regression,10525,0,1_1H,116,0.9262295081967213,0.9741379310344828,0.9495798319327732,W01,2419,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,balanced_logistic_regression,10525,1,1_1T,107,0.9603960396039604,0.9065420560747663,0.9326923076923077,W01,2419,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,balanced_logistic_regression,10525,2,1_2,177,0.6489795918367347,0.8983050847457628,0.7535545023696683,W01,2419,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,balanced_logistic_regression,10525,3,2_1,185,0.8097560975609757,0.8972972972972973,0.8512820512820515,W01,2419,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,balanced_logistic_regression,10525,4,higher,1834,0.995418098510882,0.9476553980370774,0.9709497206703911,W01,2419,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,balanced_logistic_regression,10574,0,1_1H,74,0.8641975308641975,0.9459459459459459,0.903225806451613,W02,2370,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,balanced_logistic_regression,10574,1,1_1T,113,0.8625954198473282,1.0,0.9262295081967213,W02,2370,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,balanced_logistic_regression,10574,2,1_2,142,0.8992805755395683,0.8802816901408451,0.8896797153024911,W02,2370,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,balanced_logistic_regression,10574,3,2_1,169,0.9213483146067416,0.9704142011834319,0.9452449567723343,W02,2370,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,balanced_logistic_regression,10574,4,higher,1872,0.9961977186311787,0.9797008547008547,0.9878804201454349,W02,2370,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,balanced_logistic_regression,11478,0,1_1H,90,0.9880952380952381,0.9222222222222223,0.9540229885057472,W03,1466,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,balanced_logistic_regression,11478,1,1_1T,93,0.9444444444444444,0.9139784946236559,0.9289617486338798,W03,1466,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,balanced_logistic_regression,11478,2,1_2,123,0.7777777777777778,0.967479674796748,0.8623188405797101,W03,1466,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,balanced_logistic_regression,11478,3,2_1,64,0.9622641509433962,0.796875,0.8717948717948717,W03,1466,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,balanced_logistic_regression,11478,4,higher,1096,0.9806629834254144,0.9717153284671532,0.9761686526122823,W03,1466,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,random_forest,10211,0,1_1H,129,0.953125,0.9457364341085271,0.9494163424124514,C01,2733,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,random_forest,10211,1,1_1T,170,1.0,0.9411764705882353,0.9696969696969697,C01,2733,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,random_forest,10211,2,1_2,57,0.9767441860465116,0.7368421052631579,0.8399999999999999,C01,2733,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,random_forest,10211,3,2_1,77,0.9102564102564102,0.922077922077922,0.9161290322580644,C01,2733,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,random_forest,10211,4,higher,2300,0.9875215146299484,0.9978260869565218,0.9926470588235294,C01,2733,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,random_forest,10625,0,1_1H,134,0.8551724137931035,0.9253731343283582,0.888888888888889,C02,2319,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,random_forest,10625,1,1_1T,112,0.9615384615384616,0.8928571428571429,0.9259259259259259,C02,2319,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,random_forest,10625,2,1_2,141,0.984375,0.8936170212765957,0.9368029739776951,C02,2319,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,random_forest,10625,3,2_1,157,0.9724137931034482,0.8980891719745223,0.9337748344370861,C02,2319,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,random_forest,10625,4,higher,1775,0.9716193656093489,0.9836619718309859,0.9776035834266518,C02,2319,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,random_forest,11307,0,1_1H,110,0.9719626168224299,0.9454545454545454,0.9585253456221198,C03,1637,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,random_forest,11307,1,1_1T,74,1.0,0.9324324324324325,0.965034965034965,C03,1637,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,random_forest,11307,2,1_2,98,1.0,0.8979591836734694,0.9462365591397849,C03,1637,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,random_forest,11307,3,2_1,117,1.0,0.8974358974358975,0.945945945945946,C03,1637,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,random_forest,11307,4,higher,1238,0.9739747634069401,0.9975767366720517,0.985634477254589,C03,1637,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,random_forest,10525,0,1_1H,116,0.9734513274336283,0.9482758620689655,0.9606986899563318,W01,2419,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,random_forest,10525,1,1_1T,107,0.9897959183673469,0.9065420560747663,0.9463414634146342,W01,2419,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,random_forest,10525,2,1_2,177,0.9,0.864406779661017,0.8818443804034583,W01,2419,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,random_forest,10525,3,2_1,185,0.8762886597938144,0.918918918918919,0.8970976253298153,W01,2419,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,random_forest,10525,4,higher,1834,0.9810195227765727,0.9863685932388222,0.9836867862969005,W01,2419,none
board_grouped,v6_2_a_embedding_only,v6.2-A embedding only,embedding_only,random_forest,10574,0,1_1H,74,0.9850746268656716,0.8918918918918919,0.9361702127659575,W02,2370,none
