accuracy,balanced_accuracy,macro_f1,weighted_f1,protocol,family,feature_kind,n
0.9767441860465116,0.975,0.9765411893071467,0.9766934368616703,stratified,lr,embed,43
0.5348837209302325,0.5456521739130434,0.5285087719298246,0.5246838025295798,stratified,lr,freq,43
0.9767441860465116,0.975,0.9765411893071467,0.9766934368616703,stratified,lr,fusion,43
0.9534883720930233,0.95,0.9528508771929824,0.953233374133007,stratified,rf,embed,43
0.7674418604651163,0.7760869565217392,0.7663043478260869,0.7651668351870576,stratified,rf,freq,43
0.9302325581395349,0.9282608695652175,0.9296235679214403,0.9300803105850112,stratified,rf,fusion,43
